SKU,PO_Qty_Australia_Market,PO_Qty_Canada_Market,PO_Qty_Europe_Market,PO_Qty_US_Market,PO_Qty_Unallocated_PO,STPO_Qty_Australia_Market,STPO_Qty_Canada_Market,STPO_Qty_Europe_Market,STPO_Qty_US_Market,STPO_Qty_Unallocated_PO,STPO_Qty_STPO_Unlinked_To_Market,Effective_ETA_Australia_Market,Effective_ETA_Canada_Market,Effective_ETA_Europe_Market,Effective_ETA_US_Market,Effective_ETA_Unallocated_PO,Effective_ETA_STPO_Unlinked_To_Market,Total_STPO_InTransit_Global,Total_Inventory_Global,Total_Purchased_PO_Qty_Global,Incoming_Total_Qty_Global,Total_Ordered_Sales_Qty_Global,Inv_AGUS011,Inv_ALCA021,Inv_ANAU003,Inv_AUCN,Inv_EMCA001,Inv_EMCA003,Inv_EMCA006,Inv_FFCN,Inv_JDCATOR5,Inv_JDCAYVR2,Inv_JDUSCA4,Inv_JDUSHOU1,Inv_JDUSNJ4,Inv_NLAU001,Inv_NLAU002,Inv_Pierre_Claude_CA,Inv_Pierre_Claude_US,Inv_SKUS004,Inv_SKUS014,Inv_SKUS027,Inv_SWUS005,Inv_SWUS013,Inv_valencia_na_US
IS255-201-16P5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,6,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IS257-003-21AC,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS257-003-21AC-AU,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS257-009-21C3,0,1,0,5,0,0,0,0,0,0,0,,2025-05-14,,2024-08-02,,,0,5,6,6,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0
IS257-009-21C3-AU,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS266-244-31LC,0,33,0,20,0,0,0,0,0,0,0,,2025-05-14,,2025-04-14,,,0,29,53,53,0,0,0,0,0,0,0,0,4,15,0,7,3,0,0,0,0,0,0,0,0,0,0,0
IS266-244-31LC-AU,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS280-005-31LC,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
IS280-009-31LC,0,1,0,5,0,0,0,0,0,0,0,,2025-05-14,,2024-08-02,,,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IS285-009-31LC,0,17,0,27,0,0,0,0,0,0,0,,2025-05-14,,2025-05-14,,,0,30,44,44,0,0,0,0,0,0,0,0,0,15,0,9,4,2,0,0,0,0,0,0,0,0,0,0
IS285-009-31LC-AU,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS296-001-16BL,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS296-001-16ES,0,3,0,0,0,0,0,0,0,0,0,,2024-11-04,,,,,0,6,3,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
IS296-001-16MT,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IS296-001-16P5,0,1,0,2,0,0,0,0,0,0,0,,2025-05-14,,2025-06-14,,,0,5,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
IS296-047-16BL,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS296-047-16P5,0,3,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,2,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS296-049-16BL,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS296-049-16ES,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
IS296-049-16P5,0,2,0,0,0,0,0,0,0,0,0,,2024-11-06,,,,,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS296-154-16BL,0,0,0,4,0,0,0,0,0,0,0,,,,2025-06-14,,,0,6,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0
IS296-154-16ES,0,0,0,0,0,0,0,0,0,0,1,,,,,,2025-05-08,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS296-450-16BL,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS296-450-16ES,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0
IS296-450-16MT,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IS296-450-16P5,0,1,0,2,0,0,0,0,0,0,0,,2025-05-14,,2025-06-14,,,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
IS296-452-16ES,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS296-452-16MT,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IS296-452-16P5,0,1,0,2,0,0,0,0,0,0,0,,2025-05-14,,2025-06-14,,,0,4,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IS302-009-21C3,0,1,0,78,0,0,0,0,4,0,0,,2025-05-14,,2025-05-09,,,4,70,79,83,0,0,0,0,0,0,0,4,19,19,0,1,10,8,0,0,0,9,0,0,0,0,0,0
IS302-009-21C3-AU,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS303-009-21C3,0,1,0,18,0,0,0,0,0,0,2,,2025-05-14,,2024-04-03,,2025-05-08,2,35,19,21,0,0,0,0,0,0,0,8,0,21,0,0,0,0,1,0,0,0,2,3,0,0,0,0
IS303-009-21C3-UK,0,0,0,0,3,0,0,0,0,0,0,,,,,2025-02-14,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS304-009-21C3,0,3,0,45,0,0,0,0,0,0,0,,2025-06-03,,2025-06-03,,,0,15,48,48,0,0,0,3,0,0,0,0,5,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0
IS305-001-16AC,0,11,0,0,0,0,1,0,0,0,0,,2025-05-02,,,,,1,8,11,12,0,0,2,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IS305-001-16BL,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-001-16MT,0,1,0,3,0,0,0,0,0,0,0,,2025-05-14,,2025-06-14,,,0,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-001-16P5,0,3,0,3,0,0,0,0,0,0,0,,2025-06-03,,2025-05-29,,,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-001-16PR-AU,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-003-16BL,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,6,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-003-16MT,0,1,0,0,0,0,0,0,0,0,67,,2025-05-14,,,,,67,8,1,68,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-047-16AC,0,5,0,0,0,0,0,0,0,0,0,,2024-11-04,,,,,0,5,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-047-16BL,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-047-16MT,0,1,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-047-16PR-AU,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-049-16AC,0,5,0,0,0,0,0,0,0,0,0,,2024-11-04,,,,,0,7,5,5,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-049-16BL,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-049-16MT,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-154-16AC,0,30,0,12,0,0,0,0,0,0,0,,2024-06-27,,2024-06-19,,,0,39,42,42,0,0,2,0,0,0,0,0,0,15,0,9,13,0,0,0,0,0,0,0,0,0,0,0
IS305-154-16BL,0,20,0,3,0,0,0,0,0,0,0,,2024-06-27,,2025-06-14,,,0,13,23,23,0,0,1,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0
IS305-154-16MT,0,20,0,0,0,0,0,0,0,0,0,,2024-06-27,,,,,0,16,20,20,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0
IS305-154-16P5,0,20,0,3,0,0,0,0,0,0,0,,2024-06-27,,2025-06-14,,,0,14,23,23,0,0,1,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0
IS305-450-16AC,0,20,0,0,0,0,2,0,0,0,0,,2025-05-02,,,,,2,7,20,22,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0
IS305-450-16AP-UK,0,0,0,0,5,0,0,0,0,0,0,,,,,2025-02-14,,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-450-16MT,0,0,0,7,0,0,0,0,0,0,0,,,,2025-06-14,,,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-450-16P5,0,6,0,11,0,0,0,0,0,0,0,,2025-06-03,,2025-05-29,,,0,9,17,17,0,0,0,1,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0
IS305-450-16PR-AU,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-452-16AC,0,20,0,0,0,0,2,0,0,0,0,,2025-05-02,,,,,2,7,20,22,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0
IS305-452-16AP-UK,0,0,0,0,5,0,0,0,0,0,0,,,,,2025-02-14,,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-452-16BL,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-452-16MT,0,1,0,7,0,0,0,0,0,0,0,,2025-05-14,,2025-06-14,,,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-452-16P5,0,6,0,11,0,0,0,0,0,0,0,,2025-06-03,,2025-05-29,,,0,9,17,17,0,0,0,1,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0
IS305-452-16PR-AU,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-MUC-16AC,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,4,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-MUC-16MT,0,0,0,2,0,0,0,0,0,0,0,,,,2025-06-14,,,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS305-MUC-16P5,0,0,0,0,0,0,0,0,0,0,2,,,,,,2025-05-16,2,25,0,2,0,0,0,0,0,0,0,0,0,8,11,4,0,2,0,0,0,0,0,0,0,0,0,0
IS311-001-16MT-UK,0,0,0,0,2,0,0,0,0,0,0,,,,,2025-02-14,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS311-D50-16MT-UK,0,0,0,0,3,0,0,0,0,0,0,,,,,2025-02-14,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS311-D52-16MT-UK,0,0,0,0,3,0,0,0,0,0,0,,,,,2025-02-14,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISOLA-BLK-A,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ISOLA-BLK-D,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ISOLA-BLK-H,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISOLA-BLK-L,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ISOLA-BLK-O,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ISOLA-BLK-R,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J4F-4A-3T,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,92,0,0,0,0,31,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBC1-PZ23WN-HY1N,0,10,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBC1-RW23NT-HY1N,0,8,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBC2-PZ23WN-HY1N,0,10,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBC2-RW23NT-HY1N,0,8,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBC3-PZ23WN-HY1N,0,10,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBC3-RW23NT-HY1N,0,8,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBC4-PZ23WN-HY1N,0,10,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBC4-RW23NT-HY1N,0,8,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBC5-PZ23WN-HY1N,0,10,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBC5-RW23NT-HY1N,0,8,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBC6-RW23NT-HY1N,0,8,0,0,0,0,0,0,0,0,0,,2025-05-14,,,,,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L11-2V-4T,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L11-AA99-T2N-C,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,19,0,0,0,0,1,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,1,0,3,0,0
L11-AA99-T2N-D,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,7,0,0,0,0,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
L11-AA99-T2N-L,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,26,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,3,0,9,6,0
L11-AA99-T2N-R,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,8,0,0
L11-AE99-K8N-C,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L11-AE99-K8N-D,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,26,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0
L11-AE99-K8N-L,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,93,0,0,0,0,35,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
L11-AE99-K8N-R,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,96,0,0,0,0,30,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0
L1F-9A-2T,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L28-AA99-MLN-D,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,39,0
L28-AA99-MLN-L,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,47,0
L28-AA99-MLN-R,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,45,0
L2C1-AT21BG-IS1N,0,5,0,0,0,0,0,0,0,0,0,,2025-06-03,,,,,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2C1-AT21CN-IS1A,0,0,0,2,0,0,0,0,0,0,0,,,,2025-03-01,,,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2C1-AT21CN-TF1N,0,0,0,3,0,0,0,0,0,0,0,,,,2025-07-14,,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2C1-AT21MG-IS1N,0,0,0,2,0,0,0,0,0,0,0,,,,2025-06-14,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2C1-AT21NB-IS1N,0,4,0,0,0,0,0,0,0,0,0,,2025-06-03,,,,,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2C1-SE21BK-MZ1N,0,1,0,0,0,0,0,0,0,0,0,,2025-05-29,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L31-AA99-L1N-C,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
L31-AA99-L1N-D,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,14,0
L31-AA99-L1N-L,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,37,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,0
L31-AA99-L1N-R,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,39,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0
L31-AE99-K8N-D,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,28,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
L31-AE99-K8N-L,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L31-AE99-K8N-R,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L4L-8F-3M,0,10,0,0,0,0,0,0,0,0,0,,2025-04-14,,,,,0,19,10,10,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L4L-8F-3M-L,2,0,0,0,0,0,0,0,0,0,0,2025-06-03,,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L4L-8F-3M-R,2,0,0,0,0,0,0,0,0,0,0,2025-06-03,,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L5L-8F-2M,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L5L-8F-2M-L,2,0,0,0,0,0,0,0,0,0,0,2025-06-03,,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L5L-8F-2M-R,2,0,0,0,0,0,0,0,0,0,0,2025-06-03,,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L6F-8A-1T,0,20,0,0,0,0,0,0,0,0,0,,2025-04-14,,,,,0,33,20,20,0,0,0,0,0,0,0,1,0,24,0,0,0,8,0,0,0,0,0,0,0,0,0,0
L8F-8A-1T,0,20,0,0,0,0,0,0,0,0,0,,2025-04-14,,,,,0,57,20,20,0,0,0,0,0,0,0,10,0,37,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LB001Z,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,14,0,30,13,0
LB002Z,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0
LB003Z,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0
LB004Z,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,0,0
LB005Z,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,2,0,0
LB006Z,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
LCC1-AT21BG-IS1N,0,6,0,0,0,0,0,0,0,0,0,,2025-05-29,,,,,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCC1-AT21CN-TF1N,0,0,0,12,0,0,0,0,0,0,0,,,,2025-07-14,,,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCC1-AT21NB-IS1N,0,2,0,0,0,0,0,0,0,0,0,,2025-06-03,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCC1-AT21NB-IS1U,0,0,0,0,2,0,0,0,0,0,0,,,,,2025-06-03,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCC1-FE22WT-CL1A,2,0,0,0,1,0,0,0,0,0,0,2025-06-13,,,,2025-06-13,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LJ213-003-11LG,0,7,0,0,0,0,0,0,0,0,0,,2024-07-14,,,,,0,3,7,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LJ213-005-11LG,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
